# Wavelength(micron) Intensity(MJy/sr) Error
11.276701 1623.383049 12.691919
11.277980 1620.347200 12.474723
11.279259 1616.619362 13.258896
11.280538 1608.439296 13.740774
11.281818 1601.201498 13.152196
11.283097 1587.222920 12.211617
11.284376 1573.326927 12.545901
11.285655 1565.772252 13.684277
11.286934 1554.331516 14.022344
11.288214 1536.471229 12.681155
11.289493 1522.274735 12.068217
11.290772 1516.042134 13.367477
11.292051 1500.192408 14.552584
11.293330 1485.891771 13.998525
11.294610 1473.042882 12.415519
11.295889 1469.412623 12.328396
11.297168 1472.324428 14.050340
11.298447 1462.483114 14.722215
11.299726 1465.593481 13.630331
11.301005 1460.559966 12.196757
11.302285 1452.298940 12.477930
11.303564 1460.733944 13.818101
11.304843 1479.331017 14.003113
11.306122 1486.835933 12.864777
11.307401 1474.823317 11.796886
11.308681 1444.741398 12.089872
11.309960 1411.696272 12.741643
11.311239 1398.496106 12.533846
11.312518 1384.251011 11.676934
11.313797 1373.823763 11.147791
11.315077 1367.710743 11.611946
11.316356 1358.305517 12.057032
11.317635 1349.389140 11.848821
11.318914 1341.197570 11.446915
11.320193 1337.016176 11.280183
11.321473 1329.470773 11.530087
11.322752 1322.585840 11.782843
11.324031 1316.960200 11.942548
11.325310 1307.455148 12.071311
11.326589 1299.055368 11.876423
11.327868 1285.563509 11.738952
11.329148 1275.658574 11.989817
11.330427 1268.474079 12.684198
11.331706 1265.526275 13.044322
11.332985 1252.784172 12.282824
11.334264 1248.078880 11.938189
11.335544 1241.915268 12.358118
11.336823 1227.765782 13.061511
11.338102 1220.638620 13.130001
11.339381 1221.251943 12.080031
11.340660 1222.650445 11.486998
11.341940 1220.752524 11.991292
11.343219 1209.545338 12.655922
11.344498 1205.105023 12.438227
11.345777 1195.107417 11.199556
11.347056 1189.445405 10.621057
11.348336 1184.630364 11.072867
11.349615 1179.402471 11.621580
11.350894 1174.820106 11.348958
11.352173 1171.949301 10.351559
11.353452 1170.738613 10.133650
11.354731 1163.893360 10.735243
11.356011 1157.481092 11.236659
11.357290 1164.084926 10.887381
11.358569 1163.226226 10.329283
11.359848 1166.106004 10.620343
11.361127 1163.006273 11.027672
11.362407 1156.982629 11.225927
11.363686 1152.902359 10.978213
11.364965 1153.216685 10.838952
11.366244 1145.747020 11.143832
11.367523 1140.918838 11.415244
11.368803 1143.679381 11.598196
11.370082 1136.166237 11.605311
11.371361 1135.169349 11.617266
11.372640 1135.699007 11.864240
11.373919 1123.230501 11.663454
11.375199 1114.846388 11.630466
11.376478 1114.450574 11.816425
11.377757 1108.911427 11.943236
11.379036 1105.211702 11.856698
11.380315 1104.197435 11.285605
11.381594 1101.317814 11.129809
11.382874 1092.063536 11.402112
11.384153 1083.679849 11.571455
11.385432 1081.087298 11.294861
11.386711 1074.853498 10.468682
11.387990 1070.459321 10.358590
11.389270 1064.948995 10.814972
11.390549 1062.437562 11.017682
11.391828 1060.011123 10.779066
11.393107 1060.231662 10.004477
11.394386 1053.031390 9.969884
11.395666 1050.955385 10.664577
11.396945 1045.093496 10.897021
11.398224 1042.480441 10.774862
11.399503 1035.075497 10.105248
11.400782 1032.939169 10.313202
11.402061 1037.023011 10.979497
11.403341 1036.119126 11.350967
11.404620 1028.017797 11.350685
11.405899 1027.175425 10.955046
11.407178 1021.721627 11.078496
11.408457 1017.611926 11.835224
11.409737 1016.954196 11.823786
11.411016 1012.345257 11.764037
11.412295 1011.831560 11.599087
11.413574 1007.803228 11.743819
11.414853 1000.524152 12.065086
11.416133 994.144130 11.796479
11.417412 994.770465 11.637768
11.418691 993.233393 11.546434
11.419970 987.717482 11.352141
11.421249 987.474764 11.523806
11.422529 984.216620 11.161528
11.423808 978.134858 10.797833
11.425087 972.725280 10.530440
11.426366 969.686939 10.494890
11.427645 963.454951 10.483082
11.428924 958.855623 10.184402
11.430204 960.014013 10.100879
11.431483 956.841157 10.098853
11.432762 959.055168 10.026673
11.434041 948.114333 9.979252
11.435320 943.893978 9.847620
11.436600 943.882576 10.022111
11.437879 943.111734 10.010917
11.439158 940.132439 9.855918
11.440437 935.532760 9.760778
11.441716 934.468406 9.902702
11.442996 934.451252 10.192578
11.444275 930.992501 10.353026
11.445554 930.527438 10.234567
11.446833 922.513313 10.049980
11.448112 918.804526 10.227828
11.449392 921.591428 10.681040
11.450671 919.609716 10.763384
11.451950 908.017394 10.401312
11.453229 907.975838 10.239663
11.454508 904.656619 10.504901
11.455787 898.015304 10.849446
11.457067 895.120603 10.771974
11.458346 893.481677 10.366148
11.459625 899.118229 10.075488
11.460904 895.917196 10.389906
11.462183 887.374865 10.488095
11.463463 876.174085 10.363972
11.464742 873.444558 10.003689
11.466021 869.568322 9.563974
11.467300 868.024195 9.682939
11.468579 864.370568 9.924271
11.469859 866.221069 9.948385
11.471138 855.329381 9.583941
11.472417 851.151913 9.160132
11.473696 850.139454 9.361372
11.474975 845.255403 9.705229
11.476255 848.186768 9.935529
11.477534 847.650328 9.648932
11.478813 847.838272 9.302494
11.480092 847.827647 9.487029
11.481371 847.852808 9.981108
11.482650 851.051494 10.442647
11.483930 845.524130 10.066718
11.485209 841.245787 9.662843
11.486488 837.892493 9.755936
11.487767 837.234490 10.087792
11.489046 837.970030 10.445965
11.490326 836.436239 10.353139
11.491605 832.313860 10.081038
11.492884 833.681088 10.116767
11.494163 833.454817 10.232177
11.495442 835.669483 10.505071
11.496722 832.582136 10.452686
11.498001 827.990592 10.028423
11.499280 825.561333 9.895879
11.500559 823.885483 9.928250
11.501838 819.141930 10.095252
11.503118 814.482489 10.073188
11.504397 811.208114 9.773211
11.505676 812.227914 9.433803
11.506955 808.402975 9.375873
11.508234 804.885858 9.601187
11.509513 801.447888 9.805464
11.510793 803.184182 9.574403
11.512072 801.218201 9.224129
11.366343 1027.175469 8.957898
11.368803 1017.595751 9.141586
11.371262 1014.732235 9.088585
11.373722 1002.496562 9.038589
11.376182 997.260630 8.646547
11.378642 990.012587 8.430837
11.381102 981.801927 8.111126
11.383562 980.781854 8.085347
11.386022 972.842909 8.163004
11.388482 969.880832 8.377667
11.390942 957.862267 8.685260
11.393402 953.791124 8.592221
11.395862 954.950111 8.641823
11.398322 943.289198 8.040962
11.400782 943.956970 7.988705
11.403242 934.688751 7.803692
11.405702 931.546380 8.054327
11.408162 923.685048 8.206871
11.410622 916.545597 8.399894
11.413082 910.076816 8.426267
11.415542 902.111657 8.293157
11.418002 895.021701 7.963458
11.420462 885.983446 7.579865
11.422922 882.284342 7.477600
11.425382 874.064538 7.518853
11.427842 866.304318 7.542356
11.430302 870.498416 7.903706
11.432762 862.550215 7.769651
11.435222 862.397037 7.906777
11.437682 853.947174 7.569147
11.440142 852.397027 7.546008
11.442602 849.154548 7.553904
11.445062 848.778317 7.859986
11.447522 839.844947 8.006434
11.449982 843.950694 8.014474
11.452442 835.800849 7.907030
11.454902 832.895864 7.945259
11.457362 828.896233 7.666577
11.459822 818.073412 7.412099
11.462282 806.600050 7.233540
11.464742 806.611928 7.172812
11.467202 798.009888 6.960231
11.469662 794.055735 7.260114
11.472122 788.907705 7.381271
11.474582 788.062042 7.394461
11.477042 778.824500 7.003244
11.479502 777.420325 6.975417
11.481962 770.816593 6.853112
11.484422 763.975789 6.924372
11.486882 762.960093 7.033886
11.489342 761.083835 7.413172
11.491802 759.031830 7.509397
11.494262 758.869805 7.759278
11.496722 755.051829 7.576792
11.499182 753.608378 7.472605
11.501641 751.466549 7.232544
11.504101 748.418945 7.078413
11.506561 740.678243 7.003988
11.509021 739.711365 7.147781
11.511481 735.997352 7.122153
11.513941 732.148438 7.037490
11.516401 729.047567 6.723004
11.518861 725.421638 6.613690
11.521321 724.369636 6.380725
11.523781 721.588267 6.426955
11.526241 722.863441 6.565415
11.528701 718.820258 6.733340
11.531161 716.103556 6.897840
11.533621 715.186405 6.927352
11.536081 715.968594 6.847044
11.538541 718.432539 6.854490
11.541001 719.808970 6.975018
11.543461 720.927121 7.136513
11.545921 723.808814 7.222921
11.548381 723.603672 7.353900
11.550841 723.771776 7.432376
11.553301 719.696337 7.283436
11.555761 716.446136 7.071167
11.558221 715.061330 6.957289
11.560681 714.508996 6.841476
11.563141 710.258341 6.648142
11.565601 706.415361 6.532115
11.568061 703.435435 6.588785
11.570521 705.806017 6.594106
11.572981 707.400967 6.643616
11.575441 699.305871 6.628587
11.577901 693.438755 6.729303
11.580361 693.030867 6.684958
11.582821 691.127608 6.660530
11.585281 687.705237 6.585215
11.587741 684.146037 6.714779
11.590201 683.974755 6.872798
11.592661 676.341319 6.953113
11.595121 677.556546 7.134358
11.597581 670.278069 6.966608
11.600041 670.742577 6.772132
11.602501 663.998138 6.629227
11.604961 659.478536 6.577030
11.607421 660.197639 6.676829
11.609881 660.899696 6.848375
11.612341 658.364675 6.850056
11.614801 656.240217 6.749413
11.617261 654.055583 6.372877
11.619721 652.204742 6.178274
11.622181 650.295481 6.123928
11.624641 648.318424 6.393085
11.627101 647.189528 6.604945
11.629560 639.438799 6.784304
11.632020 639.719805 6.628188
11.634480 634.466607 6.302544
11.636940 637.427144 6.232803
11.639400 631.466678 6.206987
11.641860 628.077003 6.443566
11.644320 624.708798 6.643785
11.646780 626.319088 6.623975
11.649240 622.382911 6.340695
11.651700 621.034047 6.075768
11.654160 626.279782 6.112650
11.656620 622.941179 6.091778
11.659080 623.691796 6.343229
11.661540 624.839210 6.393808
11.664000 623.707672 6.321058
11.666460 623.334876 6.168570
11.668920 623.442956 6.127038
11.671380 623.303507 6.239079
11.673840 621.515225 6.501394
11.676300 617.901737 6.634930
11.678760 617.299116 6.579072
11.681220 618.356194 6.482368
11.683680 620.567579 6.478518
11.686140 622.237339 6.492998
11.688600 618.558367 6.472647
11.691060 616.916575 6.566893
11.693520 619.025903 6.561793
11.695980 619.708571 6.167230
11.698440 618.260786 6.061108
11.700900 615.557343 6.057191
11.703360 615.575338 6.094106
11.705820 617.546590 6.318476
11.708280 617.792301 6.226101
11.710740 616.400340 6.018122
11.713200 617.588999 5.865941
11.715660 618.545481 5.907227
11.718120 618.776659 6.139107
11.720580 616.546536 6.441699
11.723040 617.107273 6.610998
11.725500 622.366147 6.406014
11.727960 621.801815 6.180861
11.730420 620.613308 6.161210
11.732880 621.705322 6.355623
11.735340 622.270810 6.771446
11.737800 619.375441 6.872666
11.740260 619.101847 6.734299
11.742720 617.709595 6.302128
11.745180 614.585938 6.116391
11.747640 613.440491 6.205688
11.750100 613.851573 6.450037
11.752560 617.309547 6.733907
11.755020 618.478580 6.651053
11.757480 621.685910 6.370637
11.759939 625.845245 6.125484
11.762399 621.042250 6.124350
11.764859 622.834320 6.698237
11.767319 623.344482 6.641502
11.769779 623.031742 6.688095
11.772239 621.721615 6.381917
11.774699 623.257602 6.262821
11.777159 620.125905 6.232738
11.779619 607.613525 6.303000
11.782079 612.964193 6.535143
11.784539 620.079631 6.494751
11.786999 619.312154 6.370726
11.789459 620.170970 6.171820
11.791919 620.345513 6.120615
11.794379 620.527639 6.229874
11.796839 622.283847 6.404537
11.799299 620.920078 6.544890
11.801759 621.714003 6.360016
11.804219 623.830346 6.368734
11.806679 621.182217 6.280404
11.809139 624.726312 6.364739
11.811599 626.578637 6.675597
11.814059 629.646606 6.653804
11.816519 634.349341 6.761540
11.818979 635.724721 6.685099
11.821439 636.950317 6.617324
11.823899 633.828454 6.632923
11.826359 635.313792 6.759377
11.828819 642.683373 6.909464
11.831279 638.906213 6.745840
11.833739 642.227353 6.770724
11.836199 643.600389 6.616825
11.838659 648.335788 6.555084
11.841119 647.501004 6.647273
11.843579 647.894379 6.647289
11.846039 647.086999 6.631943
11.848499 648.469228 6.511939
11.850959 653.905633 6.443520
11.853419 660.238864 6.562313
11.855879 659.312358 6.582721
11.858339 664.625159 6.786595
11.860799 663.164656 6.775427
11.863259 667.307766 6.812788
11.865719 668.023912 6.683429
11.868179 671.708004 6.767305
11.870639 678.463294 6.956020
11.873099 672.229862 6.867025
11.875559 675.632785 7.248041
11.878019 676.168928 6.865123
11.880479 684.003506 6.659774
11.882939 690.678372 6.765419
11.885399 693.238631 6.848417
11.887858 694.020538 6.921110
11.890318 692.761841 6.841884
11.892778 695.125478 6.646802
11.895238 696.459083 6.665544
11.897698 699.513384 6.702558
11.900158 697.907081 6.926039
11.902618 701.038961 6.965862
11.905078 701.567542 6.974947
11.907538 707.900167 6.974872
11.909998 702.410963 7.073214
11.912458 705.873454 7.200412
11.914918 707.290392 7.291837
11.917378 714.602993 7.569730
11.919838 708.724196 7.244115
11.922298 712.362722 7.376782
11.924758 711.910055 7.327723
11.927218 713.181593 7.316315
11.929678 719.988461 7.430894
11.932138 724.374658 7.334777
11.934598 729.170570 7.442895
11.937058 727.387244 7.288119
11.939518 736.790626 7.302742
11.941978 735.281637 7.094025
11.944438 740.146257 7.129555
11.946898 743.219238 7.369070
11.949358 741.640276 7.404510
11.951818 742.995405 7.430144
11.954278 743.813812 7.096076
11.956738 743.377703 6.951438
11.959198 748.186215 7.391877
11.961658 748.101783 7.598430
11.964118 747.622949 7.733039
11.966578 748.516144 7.323020
11.969038 750.691013 7.058488
11.971498 750.826894 7.259976
11.973958 747.163445 7.573309
11.976418 757.934475 7.812755
11.978878 751.906887 7.316597
11.981338 752.810143 6.921259
11.983798 754.447228 6.951174
11.986258 754.810184 7.302827
11.988718 756.108605 7.568990
11.991178 753.133694 7.425437
11.993638 754.799347 6.977469
11.996098 746.641954 6.747375
11.998558 749.534793 6.958230
12.001018 746.732551 7.472822
12.003478 749.915761 7.489290
12.005938 742.197689 7.067755
12.008398 743.535326 6.857480
12.010858 743.900957 7.044515
12.013318 742.939199 7.586827
12.015778 743.052192 7.652324
12.018237 738.306695 7.366871
12.020697 741.774651 7.099417
12.023157 740.875885 7.127723
12.025617 742.056949 7.515625
12.028077 736.515021 7.575947
12.030537 745.407854 7.461061
12.032997 737.801114 7.128140
12.035457 736.356371 7.111265
12.037917 738.174438 7.386807
12.040377 740.040005 7.474741
12.042837 736.903581 7.238938
12.045297 738.336928 7.114788
12.047757 739.321079 7.215502
12.050217 733.627964 7.352150
12.052677 742.807183 7.397045
12.055137 736.776028 7.195701
12.057597 734.358951 7.086441
12.060057 732.909156 7.284828
12.062517 729.652384 7.477516
12.064977 727.237864 7.438250
12.067437 728.062297 7.116767
12.069897 730.862922 7.151167
12.072357 727.913381 7.410605
12.074817 727.822500 7.517147
12.077277 716.112450 7.272183
12.079737 722.739139 7.001543
12.082197 713.981669 6.943471
12.084657 723.361101 7.337077
12.087117 715.372277 7.307680
12.089577 720.453610 7.137151
12.092037 717.492123 6.753359
12.094497 717.558248 6.826181
12.096957 722.896647 7.194296
12.099417 716.564406 7.183917
12.101877 715.912913 7.016100
12.104337 709.536713 6.599286
12.106797 716.249776 6.694673
12.109257 707.759610 6.996577
12.111717 709.191810 7.154068
12.114177 706.582147 7.072824
12.116637 701.159583 6.675739
12.119097 700.004405 6.704631
12.121557 696.337555 6.963572
12.124017 693.453746 7.009403
12.126477 690.777140 7.056163
12.128937 693.191111 6.564835
12.131397 693.869039 6.634812
12.133857 695.156047 7.111843
12.136317 691.739034 6.985347
12.138777 693.489051 6.919645
12.141237 693.975009 6.582068
12.143697 688.263746 6.579512
12.146156 691.128645 6.812961
12.148616 689.960432 6.914083
12.151076 690.806156 6.745572
12.153536 687.186035 6.509076
12.155996 687.648787 6.462764
12.158456 685.928507 6.901210
12.160916 682.018901 6.820139
12.163376 680.797167 6.665784
12.165836 681.578912 6.616330
12.168296 681.883185 6.594066
12.170756 674.613271 6.902959
12.173216 677.204234 7.034731
12.175676 666.449748 6.874865
12.178136 674.613400 6.721438
12.180596 667.319312 6.718484
12.183056 673.395148 7.024850
12.185516 669.987196 6.935366
12.187976 669.621711 6.792938
12.190436 672.415995 6.546627
12.192896 668.927633 6.635535
12.195356 674.430183 6.882407
12.197816 672.724311 6.801501
12.200276 676.832089 6.780328
12.202736 676.078413 7.134742
12.205196 678.344394 6.691960
12.207656 680.527523 6.795362
12.210116 682.452945 6.691825
12.212576 682.370585 6.493176
12.215036 678.734853 6.569109
12.217496 682.825572 6.748675
12.219956 678.032691 6.768856
12.222416 680.101854 6.622737
12.224876 681.029368 6.612918
12.227336 678.839688 6.722222
12.229796 683.293847 6.782192
12.232256 680.048692 6.740760
12.234716 684.368676 6.622926
12.237176 689.064748 6.771982
12.239636 691.924679 6.851800
12.242096 689.358866 6.822459
12.244556 692.260583 6.708060
12.247016 696.216682 6.751609
12.249476 694.445190 6.786688
12.251936 695.385749 6.717792
12.254396 696.390649 6.731766
12.256856 698.240906 6.686994
12.259316 703.603838 6.827554
12.261776 701.320387 6.812217
12.264236 701.336636 6.718968
12.266696 704.260800 6.734524
12.269156 720.033359 6.939192
12.271616 776.965173 7.364353
12.274076 1009.041531 8.759703
12.276535 1214.749118 10.213166
12.278995 980.373294 8.754728
12.281455 794.549906 7.561617
12.283915 750.811869 7.126020
12.286375 735.507955 7.084823
12.288835 733.129323 7.088741
12.291295 732.768127 7.253873
12.293755 736.167857 7.163328
12.296215 735.844177 6.890434
12.298675 737.087253 7.016866
12.301135 739.772746 7.261882
12.303595 739.155643 7.154100
12.306055 736.366509 6.861348
12.308515 738.594381 6.895684
12.310975 739.717482 7.197163
12.313435 743.353536 7.228724
12.315895 741.739556 6.975620
12.318355 740.583723 6.849599
12.320815 741.756765 7.130191
12.323275 743.870863 7.464668
12.325735 745.853170 7.214712
12.328195 749.607327 6.814850
12.330655 750.412811 7.113755
12.333115 751.468536 7.435149
12.335575 750.991496 7.266969
12.338035 756.072761 6.837799
12.340495 757.821177 6.872227
12.342955 760.348958 7.439870
12.345415 761.047506 7.454840
12.347875 762.346707 6.990749
12.350335 762.154324 6.922291
12.352795 760.201158 7.277270
12.355255 763.366686 7.485616
12.357715 766.594974 7.085704
12.360175 767.013733 6.815135
12.362635 772.511705 7.280626
12.365095 795.117350 7.613479
12.367555 878.994398 7.903809
12.370015 934.442440 7.966415
12.372475 857.233331 7.578179
12.374935 791.567763 7.669100
12.377395 778.504133 7.329563
12.379855 779.426480 7.050381
12.382315 792.047909 7.247154
12.384775 800.122582 7.520260
12.387235 786.195757 7.323620
12.389695 782.423299 7.004736
12.392155 782.579776 7.050398
12.394615 781.792145 7.282056
12.397075 783.257657 7.264354
12.399535 779.984768 7.100899
12.401995 779.054399 7.051338
12.404455 779.924767 7.192079
12.406914 782.288856 7.280794
12.409374 787.804884 7.164356
12.411834 786.326029 7.098874
12.414294 788.966336 7.354166
12.416754 789.781803 7.230523
12.419214 791.750607 7.203871
12.421674 792.428050 7.272710
12.424134 794.370772 7.239940
12.426594 798.521579 7.282994
12.429054 798.107992 7.109782
12.431514 801.159356 7.217108
12.433974 803.842258 7.348589
12.436434 803.629605 7.089465
12.438894 807.091515 7.067107
12.441354 808.592797 7.155586
12.443814 813.821547 7.269116
12.446274 809.802256 7.113396
12.448734 813.319973 7.029627
12.451194 810.281165 7.182080
12.453654 815.246328 7.365030
12.456114 811.459181 7.146090
12.458574 819.435208 7.053486
12.461034 825.944485 7.266553
12.463494 820.862986 7.423570
12.465954 829.233354 7.497810
12.468414 828.263699 7.155453
12.470874 834.098165 7.270626
12.473334 832.741143 7.542532
12.475794 835.606503 7.474445
12.478254 841.876556 7.219968
12.480714 845.283844 7.228394
12.483174 845.133820 7.449485
12.485634 848.956034 7.564339
12.488094 857.937934 7.110008
12.490554 861.862139 7.112475
12.493014 865.222602 7.490112
12.495474 872.051941 7.529215
12.497934 867.107093 7.210872
12.500394 871.114366 7.087013
12.502854 867.917216 7.458698
12.505314 869.933516 7.539112
12.507774 871.124223 7.164718
12.510234 866.737729 7.094274
12.512694 871.942535 7.633008
12.515154 870.892632 7.578723
12.517614 870.102715 7.176392
12.520074 871.193115 7.252846
12.522534 875.120382 7.612967
12.524994 879.416111 7.627614
12.527454 879.790816 7.290591
12.529914 883.223714 7.363355
12.532374 887.421668 7.822808
12.534833 890.952362 7.617163
12.537293 891.154968 7.341709
12.539753 893.796709 7.493872
12.542213 900.846551 7.736977
12.544673 901.729536 7.666431
12.547133 906.197801 7.401287
12.549593 911.048570 7.569584
12.552053 913.824432 7.919027
12.554513 916.192773 7.704150
12.556973 916.819977 7.605667
12.559433 927.069736 7.831564
12.561893 921.896284 8.001562
12.564353 929.183336 7.907266
12.566813 929.527985 7.908786
12.569273 928.019599 8.017127
12.571733 928.794983 8.181094
12.574193 930.200243 8.019181
12.576653 932.164046 7.861529
12.579113 940.624285 8.032636
12.581573 949.292647 8.085142
12.584033 960.744520 8.166285
12.586493 958.578701 8.011641
12.588953 967.333659 7.881170
12.591413 971.745463 8.151004
12.593873 973.456289 8.076221
12.596333 972.634104 7.966776
12.598793 977.324894 7.918014
12.601253 985.472463 8.121047
12.603713 1001.689487 9.368220
12.606173 1000.066596 8.800053
12.608633 993.251231 8.490370
12.611093 1000.979007 8.905869
12.613553 997.979529 8.957699
12.616013 992.950399 8.610207
12.618473 998.982029 8.751576
12.620933 991.121684 8.498089
12.623393 986.561540 8.310061
12.625853 990.948903 8.097540
12.628313 992.945173 8.351272
12.630773 993.165710 8.444017
12.633233 994.558183 8.188595
12.635693 997.751194 7.911444
12.638153 995.760061 8.397008
12.640613 996.964349 8.289152
12.643073 1001.353780 7.835128
12.645533 1004.828254 8.165995
12.647993 1005.486182 8.284076
12.650453 1004.507789 8.123660
12.652913 1000.702664 7.863257
12.655373 1001.090905 8.204947
12.657833 997.481337 8.322989
12.660293 1005.106567 8.070056
12.662753 1006.947272 8.248710
12.665212 998.832041 8.501991
12.667672 997.621033 8.317146
12.670132 1000.041779 8.002716
12.672592 1004.436117 8.432815
12.675052 1013.350996 8.713870
12.677512 1017.444855 8.340728
12.679972 1024.666979 8.479596
12.682432 1022.433838 8.784531
12.684892 1022.833371 8.676461
12.687352 1024.425771 8.378490
12.689812 1027.322371 8.502146
12.692272 1034.579356 8.951688
12.694732 1038.012889 8.768535
12.697192 1048.106110 8.529225
12.699652 1048.231886 8.997902
12.702112 1052.735175 8.921807
12.704572 1054.638774 8.705420
12.707032 1056.132053 8.922556
12.709492 1057.225728 8.968885
12.711952 1054.862691 8.862688
12.714412 1061.380164 8.734168
12.716872 1062.875593 9.105428
12.719332 1066.719320 9.179271
12.721792 1066.096968 8.849805
12.724252 1065.272346 9.004085
12.726712 1069.129988 9.111940
12.729172 1062.459754 8.928529
12.731632 1056.967166 8.840473
12.734092 1056.363919 9.009642
12.736552 1056.557607 9.005636
12.739012 1057.238146 8.896410
12.741472 1051.293532 8.894811
12.743932 1044.446835 8.691180
12.746392 1050.073808 8.861402
12.748852 1049.843882 8.727729
12.751312 1048.155433 8.675087
12.753772 1047.448463 8.894373
12.756232 1050.230703 8.594238
12.758692 1056.536696 8.820285
12.761152 1052.831516 8.955199
12.763612 1056.160729 8.758408
12.766072 1053.890703 8.942080
12.768532 1047.768460 8.861839
12.770992 1051.018589 8.980294
12.773452 1052.979713 9.017348
12.775912 1057.128384 8.999404
12.778372 1061.210517 9.128191
12.780832 1064.952488 9.049254
12.783292 1057.366411 9.121174
12.785752 1047.353695 9.188683
12.788212 1039.660790 8.842442
12.790672 1028.650486 8.775890
12.793131 1032.778585 8.846135
12.795591 1037.691491 8.754293
12.798051 1046.509518 8.616863
12.800511 1109.660302 9.184046
12.802971 1357.596748 10.448650
12.805431 2679.069553 18.060720
12.807891 9466.610487 62.651292
12.810351 23775.395616 147.892029
12.812811 20820.107151 128.031370
12.815271 8141.094347 49.955429
12.817731 3160.776855 20.888821
12.820191 1902.917976 13.785644
12.822651 1364.177951 10.236991
12.825111 1141.017497 9.324148
12.827571 1042.159186 8.988125
12.830031 990.043125 8.223989
12.832491 954.581353 8.213031
12.834951 929.593102 8.403342
12.837411 905.976006 7.791087
12.839871 896.758403 7.758324
12.842331 887.692827 8.019933
12.844791 878.381843 7.742260
12.847251 867.909359 7.430199
12.849711 860.452728 7.706114
12.852171 851.838840 7.777892
12.854631 838.135325 7.184388
12.857091 834.423743 7.444340
12.859551 823.877123 7.409910
12.862011 816.564830 7.095404
12.864471 815.520328 7.343938
12.866931 809.231201 7.600086
12.869391 802.795553 7.323720
12.871851 793.848463 7.277522
12.874311 786.200436 7.420022
12.876771 781.011882 7.414033
12.879231 774.512387 7.193875
12.881691 777.212514 7.259534
12.884151 770.631877 7.545812
12.886611 770.131104 7.139003
12.889071 762.476105 7.265182
12.891531 757.513845 7.436325
12.893991 757.347497 7.333780
12.896451 751.861274 7.212715
12.898911 755.514767 7.300792
12.901371 749.691966 7.240491
12.903831 746.421933 6.852931
12.906291 746.613936 6.758299
12.908751 738.818885 6.784042
12.911211 739.148570 6.916713
12.913671 741.047390 7.222086
12.916131 736.335398 7.212797
12.918591 735.934757 7.569501
12.921051 730.437839 7.310636
12.923510 726.249881 7.183493
12.925970 727.184543 7.602259
12.928430 719.120643 7.065789
12.930890 715.939002 6.735615
12.933350 717.071930 7.249946
12.935810 713.223941 7.054062
12.938270 718.210904 6.783781
12.940730 717.464793 7.198049
12.943190 712.781002 7.060609
12.945650 712.560235 6.636375
12.948110 712.540860 6.873534
12.950570 713.108965 6.985021
12.953030 710.789358 6.495663
12.955490 707.615919 6.633741
12.957950 710.107161 6.824397
12.960410 704.829251 6.380427
12.962870 706.267415 6.426607
12.965330 706.694824 6.779078
12.967790 698.939341 6.426039
12.970250 701.730872 6.442557
12.972710 703.442539 6.784587
12.975170 700.823639 6.541782
12.977630 699.494510 6.528845
12.980090 693.664636 6.803194
12.982550 698.494653 6.710644
12.985010 699.502065 6.670462
12.987470 696.873759 6.960976
12.989930 699.139943 7.000619
12.992390 696.044247 6.875708
12.994850 696.589962 6.993335
12.997310 696.289344 6.927439
12.999770 694.873576 6.794635
13.002230 696.498633 6.954721
13.004690 691.264865 6.814712
13.007150 694.917196 6.618147
13.009610 696.763892 6.775745
13.012070 692.077664 6.590187
13.014530 696.990889 6.562744
13.016990 700.206492 6.688775
13.019450 689.737610 6.498164
13.021910 692.851125 6.622381
13.024370 689.387743 6.705789
13.026830 689.481486 6.674113
13.029290 692.549845 6.718637
13.031750 691.468228 6.830432
13.034210 694.471571 6.872630
13.036670 692.120595 6.915177
13.039130 690.908223 7.052577
13.041590 694.136376 7.020713
13.044050 690.418403 7.047708
13.046510 693.484548 7.120247
13.048970 690.392856 7.007978
13.051429 685.190823 6.918677
13.053889 688.963691 7.079317
13.056349 683.679667 6.809281
13.058809 686.781304 6.776932
13.061269 683.455580 6.810033
13.063729 689.852915 6.670892
13.066189 694.383911 6.729097
13.068649 690.995110 6.697976
13.071109 694.516825 6.644001
13.073569 694.970052 6.718950
13.076029 692.266561 6.834017
13.078489 699.187252 6.822071
13.080949 695.230292 6.988498
13.083409 698.229380 7.074390
13.085869 704.733961 7.029083
13.088329 701.354363 7.097427
13.090789 701.238597 7.276936
13.093249 703.740458 7.203282
13.095709 700.371630 7.187681
13.098169 705.221954 7.509904
13.100629 701.095459 7.130807
13.103089 694.882812 7.056267
13.105549 694.315647 7.154175
13.108009 688.566986 6.835678
13.110469 693.459839 6.888125
13.112929 692.584612 6.944221
13.115389 686.636963 6.701642
13.117849 691.926086 6.757381
13.120309 695.498478 6.838027
13.122769 697.508569 6.775502
13.125229 702.090729 6.959854
13.127689 706.299096 7.100120
13.130149 705.496233 7.101993
13.132609 708.726023 7.275658
13.135069 708.908359 7.396064
13.137529 708.923743 7.420228
13.139989 702.155568 7.497680
13.142449 703.969638 7.531252
13.144909 701.068176 7.519692
13.147369 692.622901 7.409773
13.149829 699.241174 7.383125
13.152289 692.700714 7.300713
13.154749 692.306132 7.123097
13.157209 694.290127 7.112423
13.159669 684.761732 6.923197
13.162129 693.382609 6.870806
13.164589 695.916199 6.950573
13.167049 696.374641 6.936827
