# Wavelength(micron) Intensity(MJy/sr) Error
10.553958 11760.706061 85.442450
10.555238 11770.185826 100.190800
10.556517 11738.188244 102.230813
10.557796 11802.068104 90.226099
10.559075 11825.168858 92.368039
10.560354 11810.383225 106.680442
10.561634 11837.970197 101.703365
10.562913 11863.221970 82.417007
10.564192 11850.642119 94.227781
10.565471 11813.540492 104.192594
10.566750 11821.618995 82.956481
10.568030 11797.125413 77.619682
10.569309 11820.442174 97.979400
10.570588 11857.308902 94.616509
10.571867 11837.485474 80.035292
10.573146 11870.469041 91.279724
10.574425 11843.946341 100.308712
10.575705 11892.945522 90.458242
10.576984 11972.659238 89.160623
10.578263 11886.278657 92.606984
10.579542 11914.280930 98.613719
10.580821 11925.360067 88.781697
10.582101 11848.301688 84.996924
10.583380 11884.197132 97.687315
10.584659 11813.413051 96.812670
10.585938 11766.914475 84.124897
10.587217 11899.615938 102.803830
10.588497 11863.964803 96.898365
10.589776 11854.322080 90.893565
10.591055 11967.734073 104.590863
10.592334 11874.309059 94.316695
10.593613 11891.222499 94.672616
10.594893 11985.457118 96.349764
10.596172 11898.802804 91.995477
10.597451 11951.180437 94.041946
10.598730 11948.719424 89.867453
10.600009 11908.347383 88.215841
10.601288 12037.414859 99.489803
10.602568 11911.599127 87.245254
10.603847 11912.822231 83.807374
10.605126 11979.577788 101.000399
10.606405 11906.928595 88.521216
10.607684 11954.348650 86.172525
10.608964 11998.452805 93.362658
10.610243 11909.565389 90.918538
10.611522 11972.805257 97.988648
10.612801 11931.124965 88.101645
10.614080 11884.347976 88.159981
10.615360 11966.251168 107.028014
10.616639 11902.025873 95.834289
10.617918 11876.989066 90.877250
10.619197 11937.289068 114.326864
10.620476 11892.600435 108.611978
10.621756 11934.423758 103.100460
10.623035 11980.066255 102.300199
10.624314 11902.269630 103.485355
10.625593 11992.660110 110.617529
10.626872 11991.484113 96.698276
10.628151 11967.321347 91.696569
10.629431 12058.751558 113.979890
10.630710 11977.682606 99.279281
10.631989 11956.478138 86.029811
10.633268 12000.778681 99.782965
10.634547 12015.953334 101.389921
10.635827 12048.479777 97.587452
10.637106 12018.307024 94.302140
10.638385 12005.723115 95.728229
10.639664 11995.008434 100.577063
10.640943 12010.981405 87.995089
10.642223 12008.083711 93.035072
10.643502 12008.064122 105.469346
10.644781 11962.758580 89.912765
10.646060 11953.942255 90.847712
10.647339 11977.308390 98.894055
10.648619 11905.374686 92.302563
10.649898 11923.857213 91.984752
10.651177 11932.562762 97.928727
10.652456 11931.187366 102.329714
10.653735 11943.381941 98.715023
10.655014 11927.268950 95.408200
10.656294 11955.695272 107.638569
10.657573 11977.750058 107.512870
10.658852 11998.026204 92.329952
10.660131 12039.263875 100.715582
10.661410 12045.858910 108.359200
10.662690 12068.400798 94.097363
10.663969 12074.184721 84.987008
10.665248 12043.544003 98.630671
10.666527 12098.082711 99.624108
10.667806 12053.767735 83.294932
10.669086 12048.722895 83.094171
10.670365 12044.655407 101.522850
10.671644 12103.378116 95.016885
10.672923 12073.043748 80.442234
10.674202 12041.872611 87.550864
10.675481 12085.318749 98.076463
10.676761 12045.234311 94.899563
10.678040 12012.224726 78.050083
10.679319 12012.934134 95.123458
10.680598 12092.164272 97.553648
10.681877 11971.967465 85.880713
10.683157 11988.741461 87.431275
10.684436 12033.244943 99.425639
10.685715 12001.207078 101.205440
10.686994 12004.874948 94.903152
10.688273 12002.825660 98.354160
10.689553 12037.060954 110.655372
10.690832 12066.363467 100.539437
10.692111 12092.224679 94.046564
10.693390 12137.514207 106.996825
10.694669 12087.050229 96.611013
10.695949 12135.691267 91.967462
10.697228 12186.982044 93.938784
10.698507 12166.576509 92.501995
10.699786 12149.717779 87.632270
10.701065 12164.816958 82.404370
10.702344 12178.228568 88.064250
10.703624 12175.902693 92.168532
10.704903 12153.610567 79.184455
10.706182 12135.339896 82.738507
10.707461 12140.426136 93.188891
10.708740 12084.621443 82.937527
10.710020 12133.721837 78.083976
10.711299 12111.504784 84.295995
10.712578 12031.756737 85.986270
10.713857 12071.689314 85.608773
10.715136 12024.830404 76.474647
10.716416 12036.711019 86.763078
10.717695 12103.742164 100.528723
10.718974 12058.298985 86.158340
10.720253 12064.550688 86.294060
10.721532 12050.981719 101.504146
10.722812 12084.008289 100.657454
10.724091 12157.471191 100.606136
10.725370 12136.621396 94.521100
10.726649 12184.416597 94.580519
10.727928 12244.700044 103.441929
10.729207 12188.162505 87.131431
10.730487 12192.849981 88.256066
10.731766 12225.016328 99.283292
10.733045 12261.205549 95.792910
10.734324 12341.370948 92.428749
10.735603 12279.926316 91.627417
10.736883 12123.659395 94.657385
10.738162 12315.295887 95.920717
10.739441 12284.848476 86.505943
10.740720 12207.675328 81.222983
10.741999 12139.619582 86.197819
10.743279 12074.052461 78.554558
10.744558 12168.465379 78.598754
10.745837 12203.055042 81.316502
10.747116 12095.876918 78.982594
10.748395 12148.628959 84.658566
10.749675 12073.395415 80.790936
10.750954 12032.943464 82.034036
10.752233 12109.509777 94.437263
10.753512 12034.551339 85.386453
10.754791 12113.293050 90.782574
10.756070 12135.947632 99.448906
10.757350 12172.098761 88.157620
10.758629 12200.673049 91.995584
10.759908 12167.989386 97.121074
10.761187 12223.170276 92.300181
10.762466 12269.314471 86.942100
10.763746 12247.599441 84.447376
10.765025 12255.103841 92.161808
10.766304 12337.282261 93.181181
10.767583 12290.495466 75.760738
10.768862 12287.460984 78.983557
10.770142 12331.489804 92.343445
10.771421 12272.972749 86.338482
10.772700 12276.832647 76.223047
10.773979 12288.357631 83.503376
10.775258 12285.801456 94.851764
10.776538 12278.246053 86.574162
10.777817 12276.157122 76.278721
10.779096 12257.741693 85.669781
10.780375 12243.052990 93.076282
10.781654 12187.698329 80.102075
10.782933 12162.756505 72.664570
10.784213 12196.980248 87.966526
10.785492 12124.200492 92.117234
10.786771 12158.026989 84.620140
10.788050 12162.484933 86.991938
10.789329 12127.978597 96.331687
10.790609 12174.103986 96.991733
10.791888 12219.035302 85.640757
10.793167 12215.070231 84.275409
10.794446 12267.866380 98.205951
10.795725 12278.061907 86.348608
10.797005 12263.968907 76.245617
10.798284 12325.770049 88.116177
10.799563 12286.758423 87.012750
10.800842 12312.118862 80.464426
10.802121 12327.821033 83.695223
10.803401 12271.930722 85.760927
10.804680 12346.236973 89.597028
10.805959 12336.775530 75.328960
10.807238 12354.886318 81.955352
10.808517 12418.622698 98.225427
10.809796 12374.567400 85.009155
10.811076 12379.361805 77.441282
10.812355 12390.328782 87.690300
10.813634 12260.523298 89.905917
10.814913 12302.667074 82.854666
10.816192 12259.423508 73.404548
10.817472 12193.106126 82.701753
10.818751 12270.744489 96.339019
10.820030 12132.682617 79.013054
10.821309 12142.875355 80.331016
10.822588 12209.678880 96.469068
10.823868 12111.867804 91.069611
10.825147 12214.977394 85.949554
10.826426 12227.255609 82.967090
10.827705 12239.506353 91.316789
10.828984 12273.595523 98.707573
10.830264 12280.558768 79.362839
10.831543 12329.786156 79.687378
10.832822 12377.169410 90.437209
10.834101 12283.909447 81.453525
10.835380 12338.409924 76.370490
10.836659 12345.176810 77.694207
10.837939 12327.061582 81.794177
10.839218 12439.945708 87.311712
10.840497 12446.941557 80.222226
10.841776 12454.474505 81.261450
10.843055 12479.297857 89.019000
10.844335 12488.546945 84.072932
10.845614 12468.947998 83.982731
10.846893 12404.809989 83.193511
10.848172 12368.442923 84.828505
10.849451 12340.322074 90.662572
10.850731 12266.657796 87.633515
10.852010 12245.375140 89.677319
10.853289 12224.675037 94.338013
10.854568 12194.141863 80.787576
10.855847 12203.130505 84.751440
10.857126 12229.682327 88.669391
10.858406 12260.099063 85.504873
10.859685 12238.316528 82.544172
10.860964 12242.091838 82.330715
10.862243 12302.004871 87.033559
10.863522 12347.081026 88.016158
10.864802 12317.391660 77.015864
10.866081 12353.788284 76.716533
10.867360 12355.878220 85.341749
10.868639 12367.003970 80.372148
10.869918 12380.292486 74.032640
10.871198 12419.070876 73.670222
10.872477 12394.419033 81.933454
10.873756 12409.892340 85.519214
10.875035 12499.083037 79.382690
10.876314 12498.968291 77.460466
10.877594 12497.692610 93.702855
10.878873 12591.383022 97.955859
10.880152 12546.298793 82.997305
10.881431 12527.233032 78.523555
10.882710 12544.097307 88.917235
10.883989 12566.186814 98.201277
10.885269 12469.412743 81.752261
10.886548 12419.707241 73.164003
10.887827 12445.227341 89.571451
10.889106 12444.883870 89.775787
10.890385 12342.354858 78.309208
10.891665 12332.870815 76.177172
10.892944 12351.908302 85.648298
10.894223 12303.189959 91.078564
10.895502 12376.571539 82.405986
10.896781 12365.976330 77.581823
10.898061 12388.758865 89.951863
10.899340 12406.357515 84.612767
10.900619 12418.577212 72.493355
10.901898 12445.293428 79.301458
10.903177 12423.368740 88.425755
10.904457 12413.395549 77.821428
10.905736 12447.302298 72.021879
10.907015 12444.904012 75.912002
10.908294 12480.006865 87.335616
10.909573 12463.686186 80.824853
10.910852 12531.436994 76.325231
10.912132 12583.023687 88.734421
10.913411 12555.706700 93.089522
10.914690 12642.066871 88.889927
10.915969 12640.677316 81.319324
10.917248 12599.765858 87.348554
10.918528 12653.765916 98.484749
10.919807 12599.084490 86.537038
10.921086 12562.634382 79.146890
10.922365 12539.444923 91.775477
10.923644 12496.460170 96.717610
10.924924 12468.684966 87.908594
10.926203 12452.601260 78.349173
10.927482 12483.605893 88.086587
10.928761 12487.750610 100.922403
10.930040 12457.037057 84.624828
10.931320 12483.256377 77.204384
10.932599 12510.926822 87.419346
10.933878 12522.187593 90.907866
10.935157 12516.445905 83.161327
10.936436 12544.376099 72.070813
10.937715 12582.944778 79.063828
10.938995 12520.134870 86.231184
10.940274 12471.501622 72.281226
10.941553 12536.558937 71.746727
10.942832 12540.897031 78.471635
10.944111 12479.394293 80.760469
10.945391 12529.550159 79.629855
10.946670 12536.477196 79.006608
10.947949 12559.147502 86.086044
10.949228 12542.423875 92.080994
10.950507 12575.432838 86.310935
10.951787 12645.421712 91.271088
10.953066 12586.411981 89.530687
10.954345 12586.058454 90.064580
10.955624 12630.455718 87.272493
10.956903 12551.573399 83.374432
10.958183 12569.819063 89.984297
10.959462 12564.346401 93.950169
10.960741 12517.230242 82.980283
10.962020 12540.052740 89.722399
10.963299 12521.066267 92.698991
10.964578 12570.032099 90.465696
10.965858 12610.074219 84.100593
10.967137 12602.230940 80.652944
10.968416 12652.763928 84.467694
10.969695 12653.652663 89.887600
10.970974 12627.075317 76.378520
10.972254 12697.659528 76.755577
10.973533 12702.978591 79.179562
10.974812 12641.344215 81.542448
10.976091 12626.325532 78.160939
10.977370 12600.007504 66.071831
10.978650 12578.596354 68.756453
10.979929 12577.674793 78.242950
10.981208 12674.618879 77.843035
10.982487 12693.904965 76.852591
10.983766 12704.726882 74.769370
10.985046 12703.856533 82.061993
10.986325 12699.629499 88.249261
10.987604 12670.239450 81.564577
10.988883 12678.896101 75.942790
10.990162 12692.468070 84.634248
10.991441 12710.854091 87.091178
10.992721 12661.858305 84.862372
10.994000 12646.462385 79.785547
10.995279 12649.860817 82.354181
10.996558 12686.070016 87.876186
10.997837 12667.356416 82.928924
10.999117 12703.645002 79.515714
11.000396 12796.431937 88.994066
11.001675 12769.171916 86.662893
11.002954 12851.483003 81.301623
11.004233 12923.323800 78.449100
11.005513 12898.738677 78.745535
11.006792 12892.258574 85.096406
11.008071 12940.863990 75.627576
11.009350 12931.196795 70.241898
11.010629 12919.156977 77.586675
11.011909 12881.118443 76.019902
11.013188 12903.355533 71.509035
11.014467 12825.667387 66.071957
11.015746 12736.225499 69.515967
11.017025 12797.411464 79.426184
11.018304 12785.600005 71.286683
11.019584 12743.911435 66.306195
11.020863 12693.310460 73.682884
11.022142 12703.594273 81.767295
11.023421 12697.613113 83.845659
11.024700 12654.153146 70.903586
11.025980 12646.513806 73.432802
11.027259 12697.027873 90.078801
11.028538 12625.097063 84.346612
11.029817 12673.882289 74.579267
11.031096 12696.213327 75.024636
11.032376 12703.986973 86.350728
11.033655 12721.610322 90.261686
11.034934 12741.007121 75.581252
11.036213 12804.149286 73.995960
11.037492 12913.712577 88.294507
11.038771 12866.168358 84.673148
11.040051 12984.859863 76.571827
11.041330 12988.468331 72.259295
11.042609 13012.988700 77.269713
11.043888 13021.194330 81.588312
11.045167 13048.811541 69.212487
11.046447 13028.916690 66.137271
11.047726 12985.160464 70.218004
11.049005 12962.623134 72.134709
11.050284 13005.294492 68.366404
11.051563 12918.964512 65.009094
11.052843 12843.407011 68.724271
11.054122 12802.319162 73.855964
11.055401 12788.787714 67.348271
11.056680 12735.761602 67.122671
11.057959 12702.773682 72.977209
11.059239 12704.978428 77.446729
11.060518 12653.169114 74.763864
11.061797 12610.507330 70.804741
11.063076 12613.263992 77.224342
11.064355 12646.657715 85.810769
11.065634 12575.553787 77.358058
11.066914 12616.441982 75.368015
11.068193 12676.245547 81.569679
11.069472 12670.417986 87.125832
11.070751 12692.386695 84.939181
11.072030 12796.697051 74.311611
11.073310 12862.482451 77.894831
11.074589 12863.940005 86.929071
11.075868 12933.359265 84.924508
11.077147 13037.524699 77.848936
11.078426 13088.100266 76.353098
11.079706 13103.565941 78.681082
11.080985 13111.445568 81.591974
11.082264 13148.238985 73.311498
11.083543 13130.371338 67.874470
11.084822 13121.064662 69.879472
11.086102 13110.375296 73.655277
11.087381 13073.717989 74.686371
11.088660 13035.767514 69.438793
11.089939 12982.319493 67.066681
11.091218 13000.947922 76.241184
11.092497 12895.082136 78.498802
11.093777 12796.831427 71.503388
11.095056 12834.283924 73.068535
11.096335 12771.134016 75.992768
11.097614 12685.332124 77.939168
11.098893 12705.726243 75.366299
11.100173 12677.451672 72.859817
11.101452 12665.616519 80.872501
11.102731 12596.687140 81.662576
11.104010 12641.959542 80.184033
11.105289 12701.468128 79.851985
11.106569 12699.336269 80.552342
11.107848 12760.448091 88.009034
11.109127 12864.564360 84.449486
11.110406 12963.172520 77.704144
11.111685 12984.741781 79.534446
11.112965 13022.056635 85.956901
11.114244 13200.061233 89.145236
11.115523 13205.299741 79.853436
11.116802 13223.270351 73.006733
11.118081 13284.948870 79.010347
11.119360 13322.584920 84.009739
11.120640 13335.203369 77.834028
11.121919 13314.047962 69.159394
11.123198 13309.454119 71.476132
11.124477 13312.142026 99.289101
11.125756 13282.638899 96.300242
11.127036 13256.674683 82.941582
11.128315 13203.191546 81.061011
11.129594 13128.053856 95.987767
11.130873 13148.808524 100.411854
11.132152 13076.345610 86.089976
11.133432 12984.033389 78.362930
11.134711 12903.901286 89.004425
11.135990 12893.055734 98.429429
11.137269 12907.777309 83.698208
11.138548 12844.740601 72.848824
11.139828 12781.845755 77.593647
11.141107 12764.427397 92.693528
11.142386 12842.101086 88.446947
11.143665 12869.260155 78.279355
11.144944 12918.005790 76.906510
11.146223 13027.243862 94.372514
11.147503 13134.144845 92.187535
11.148782 13148.106015 75.923067
11.150061 13269.371425 74.874664
11.151340 13353.820347 82.258419
11.152619 13445.185064 87.543421
11.153899 13488.530262 75.998892
11.155178 13573.540243 66.379500
11.156457 13697.465193 75.060862
11.157736 13696.087896 81.929507
11.159015 13693.323893 73.309685
11.160295 13770.888951 66.767817
11.161574 13770.068278 71.401062
11.162853 13735.052996 80.122820
11.164132 13747.774368 79.815494
11.165411 13732.010893 67.663210
11.166691 13703.027030 69.935879
11.167970 13682.950765 79.901744
11.169249 13665.951300 82.883324
11.170528 13623.419713 73.554725
11.171807 13544.046642 68.184227
11.173086 13494.108887 77.551213
11.174366 13519.988374 92.401923
11.175645 13498.933826 87.927442
11.176924 13498.981771 74.622692
11.178203 13543.628581 76.675262
11.179482 13606.400251 91.011879
11.180762 13597.445324 93.330917
11.182041 13687.057315 84.790458
11.183320 13805.778797 80.827664
11.184599 13942.996873 84.605187
11.185878 14041.174781 89.071299
11.187158 14169.423421 84.591089
11.188437 14315.450823 76.920186
11.189716 14408.665609 80.535740
11.190995 14438.789016 87.407184
11.192274 14609.871815 84.837914
11.193554 14709.069964 77.449727
11.194833 14743.467355 76.058963
11.196112 14765.584682 79.880515
11.197391 14838.335449 83.702800
11.198670 14864.037842 74.487398
11.199949 14843.414272 72.649800
11.201229 14855.765904 78.019679
11.202508 14862.094041 82.436500
11.203787 14819.215018 81.180768
11.205066 14751.048224 73.690169
11.206345 14734.140706 74.506322
11.207625 14696.229783 79.990600
11.208904 14517.571347 79.864678
11.210183 14491.109096 76.439739
11.211462 14403.936047 72.928289
11.212741 14354.647961 78.554187
11.214021 14297.696661 91.259571
11.215300 14214.282529 87.515201
11.216579 14269.217332 80.231135
11.217858 14236.171689 82.880799
11.219137 14156.221377 87.910885
11.220416 14299.828567 97.673204
11.221696 14340.424828 86.323336
11.222975 14378.426955 82.586799
11.224254 14419.250500 85.622376
11.225533 14559.494257 93.299159
11.226812 14642.031901 91.432645
11.228092 14663.253418 81.819079
11.229371 14743.999151 78.858837
11.230650 14825.279797 85.705340
11.231929 14809.018032 88.513624
11.233208 14854.268450 82.386286
11.234488 14898.120757 75.914949
11.235767 14953.067778 74.676770
11.237046 14968.339727 84.122931
11.238325 14896.123675 84.301302
11.239604 14999.507847 82.617136
11.240884 14963.760777 76.431515
11.242163 14926.053002 78.191464
11.243442 14915.183384 84.881313
11.244721 14848.978388 95.130925
11.246000 14814.140055 81.217543
11.247279 14735.489897 76.985825
11.248559 14674.534075 79.997068
11.249838 14679.569301 86.639702
11.251117 14444.607282 77.908045
11.252396 14447.179746 76.335050
11.253675 14458.117594 83.039992
11.254955 14346.153378 89.039195
11.256234 14348.653076 83.154954
11.257513 14319.808477 77.482900
11.258792 14382.412028 79.902544
11.260071 14414.499279 92.690984
11.261351 14424.784970 92.965633
11.262630 14535.534470 82.763123
11.263909 14576.001186 78.829434
11.265188 14591.321208 84.912590
11.266467 14685.136312 95.074299
11.267747 14693.090530 83.929798
11.269026 14742.872872 73.979175
11.270305 14775.928397 75.050702
11.271584 14761.387207 84.646598
11.272863 14829.211833 89.579077
11.274142 14819.792539 79.344378
11.275422 14808.287970 72.144139
11.276701 14840.688558 78.528785
11.277980 14859.808373 90.492063
11.279259 14908.207229 85.128987
11.280538 14895.900646 76.325322
11.281818 14844.011812 74.810795
11.283097 14920.469041 86.551290
11.284376 14745.490583 86.031387
11.285655 14710.484003 79.851600
11.286934 14693.133254 74.823856
11.288214 14597.788377 75.134073
11.289493 14481.284366 84.716677
11.290772 14306.644938 82.009332
11.292051 14343.880418 79.470914
11.293330 14262.425839 79.261288
11.294610 14184.613037 81.214994
11.295889 14193.867594 86.772254
11.297168 14216.746338 83.259148
11.298447 14195.396601 81.246119
11.299726 14239.442313 84.126171
11.301005 14201.281517 85.731825
11.302285 14299.236816 86.372142
11.303564 14311.783005 76.940895
11.304843 14329.777867 79.129660
11.306122 14409.471738 85.654523
11.307401 14446.894659 82.153857
11.308681 14395.672700 81.157118
11.309960 14417.833915 69.775350
11.311239 14457.695905 73.054100
11.312518 14489.714146 83.403106
11.313797 14414.776646 79.797640
11.315077 14507.938860 73.850309
11.316356 14543.956194 70.837752
11.317635 14509.287272 73.798372
11.318914 14507.752081 80.065661
11.320193 14542.784784 73.806091
11.321473 14537.927769 71.587234
11.322752 14506.988328 72.902188
11.324031 14407.561384 71.823131
11.325310 14422.974819 76.079706
11.326589 14318.168480 71.866869
11.327868 14226.560791 71.609039
11.329148 14196.058919 72.705813
11.330427 14157.275449 71.095990
11.331706 14079.743652 78.860447
11.332985 13987.515113 77.444297
11.334264 13990.562221 82.498147
11.335544 13960.923816 80.300183
11.336823 13944.510533 80.180479
11.338102 13924.770868 83.653738
11.339381 13953.699068 82.703024
11.340660 13967.583264 82.765892
11.341940 13957.659273 81.551535
11.343219 13924.368245 80.627091
11.344498 13997.266881 82.127876
11.345777 13994.690848 82.159966
11.347056 13978.771717 79.487246
11.348336 14014.569115 78.826737
11.349615 14017.355539 81.562560
11.350894 14054.547096 81.371347
11.352173 14128.681420 79.260383
11.353452 14111.050816 76.442439
11.354731 14165.818999 86.154811
11.356011 14119.194382 77.746679
11.357290 14108.210298 79.802839
11.358569 14267.423526 77.196704
11.359848 14286.894438 73.116065
11.361127 14221.524461 75.484584
11.362407 14203.339588 80.713568
11.363686 14287.653843 79.245671
11.364965 14224.511695 72.883242
11.366244 14124.362944 68.893351
11.367523 14096.020775 78.947123
11.368803 14175.447591 83.811278
11.370082 14068.986351 78.101565
11.371361 13972.575195 72.644435
11.372640 13980.594773 72.863437
11.373919 14000.983364 86.698138
11.375199 13914.699847 96.573259
11.376478 13885.367292 82.027045
11.377757 13962.449800 76.333480
11.379036 13927.106503 76.617704
11.380315 13870.098203 87.969489
11.381594 13812.663946 85.569340
11.382874 13878.277227 76.157743
11.384153 13897.597028 72.704131
11.385432 13856.371129 77.129708
11.386711 13889.077974 84.620405
11.387990 13935.151890 83.362580
11.389270 13926.542701 76.846710
11.390549 13934.059280 76.640131
11.391828 13966.141311 80.821741
11.393107 13989.103818 85.916402
11.394386 13993.449777 82.029482
11.395666 13948.295468 77.739981
11.396945 13977.538214 81.855705
11.398224 14013.452520 92.558177
11.399503 13961.519938 92.254064
11.400782 13915.837333 80.699239
11.402061 13963.335147 76.745480
11.403341 13987.829125 83.385688
11.404620 13879.897438 96.322670
11.405899 13891.826067 96.246958
11.407178 13916.238816 84.155697
11.408457 13881.078497 77.330142
11.409737 13832.981050 85.235004
11.411016 13773.018485 100.178228
11.412295 13848.783901 98.986768
11.413574 13805.915818 84.512413
11.414853 13750.558931 79.350544
11.416133 13757.435128 86.777222
11.417412 13828.682617 99.863989
11.418691 13798.659133 94.702975
11.419970 13723.570533 78.852512
11.421249 13743.754232 78.476629
11.422529 13730.689058 86.544770
11.423808 13718.956613 89.820586
11.425087 13784.659029 84.356612
11.426366 13818.185814 71.619880
11.427645 13842.609305 73.471451
11.428924 13816.875663 84.799757
11.430204 13814.215646 85.098167
11.431483 13861.109154 82.426864
11.432762 13896.571336 73.673430
11.434041 13891.334484 78.479190
11.435320 13861.875209 81.363568
11.436600 13933.521112 87.619696
11.437879 13941.449835 83.790884
11.439158 13881.076672 77.735702
11.440437 13898.199788 83.926916
11.441716 13893.621640 90.271704
11.442996 13909.340181 86.612939
11.444275 13815.763428 81.610684
11.445554 13829.946010 75.756264
11.446833 13885.076765 82.817550
11.448112 13850.428153 87.631980
11.449392 13786.914853 89.042436
11.450671 13795.597796 81.921062
11.451950 13802.042283 77.843146
11.453229 13764.074195 77.806062
11.454508 13676.144636 81.067878
11.455787 13736.696091 84.586909
11.457067 13736.088890 80.413242
11.458346 13677.335589 75.987054
11.459625 13673.503778 73.994657
11.460904 13738.157401 78.877925
11.462183 13845.729818 81.807458
11.463463 13728.231521 78.874136
11.464742 13701.578700 76.438093
11.466021 13706.717401 70.624778
11.467300 13682.472924 71.210651
11.468579 13644.253616 74.125489
11.469859 12670.545776 80.906831
11.471138 12409.504116 103.904033
11.472417 12299.401658 101.275127
11.473696 12241.670015 90.447480
11.474975 12247.825131 87.192335
11.476255 12303.776914 96.573249
11.477534 12990.874849 106.878158
11.478813 13546.211705 104.366441
11.480092 13980.153774 101.869846
11.481371 13912.627976 99.508730
11.482650 13872.976504 93.037977
11.483930 13777.100516 89.341052
11.485209 13834.657808 88.147944
11.486488 13836.570231 88.373738
11.487767 13766.365978 98.717534
11.489046 13713.336310 93.051571
11.490326 13715.624221 89.567148
11.491605 13726.997384 84.002084
11.492884 13691.848313 86.623163
11.494163 13631.277861 92.477463
11.495442 13704.977254 94.714234
11.496722 13685.728591 85.392401
11.498001 13664.216948 77.631670
11.499280 13612.923526 75.545392
11.500559 13661.385736 84.782552
11.501838 13702.832014 89.996724
11.503118 13641.002953 79.012159
11.504397 13677.565767 73.142185
11.505676 13727.354062 75.137354
11.506955 13685.363520 84.483843
11.508234 13613.048427 90.140624
11.509513 13675.977713 90.580394
11.510793 13695.840123 81.882935
11.512072 13700.845046 79.700467
11.366343 11436.484755 110.957777
11.368803 11395.015625 102.188264
11.371262 11416.143216 99.229472
11.373722 11456.751736 99.432553
11.376182 11450.818210 101.884310
11.378642 11517.374946 109.460137
11.381102 11517.671685 112.661958
11.383562 11553.687785 109.592560
11.386022 11556.826742 105.297455
11.388482 11540.419881 98.037798
11.390942 11454.353285 94.156495
11.393402 11437.681844 94.292438
11.395862 11410.958862 101.056332
11.398322 11349.859836 97.221216
11.400782 11338.316366 102.713892
11.403242 11295.385349 104.585036
11.405702 11322.341119 106.945457
11.408162 11332.637560 104.535157
11.410622 11296.214681 107.715628
11.413082 11322.887872 106.778525
11.415542 11298.112956 107.760189
11.418002 11322.308282 105.376128
11.420462 11382.390422 109.983658
11.422922 11407.639852 105.628027
11.425382 11458.782308 108.174477
11.427842 11449.118937 105.788441
11.430302 11464.732788 103.768213
11.432762 11440.384454 101.192832
11.435222 11433.958306 98.687266
11.437682 11387.356581 96.884705
11.440142 11333.689575 96.827031
11.442602 11276.125407 96.265602
11.445062 11265.459771 106.209868
11.447522 11273.265611 101.143778
11.449982 11294.714057 109.331946
11.452442 11233.398763 105.625678
11.454902 11334.518419 110.815412
11.457362 11247.866265 102.529462
11.459822 11333.410238 107.736148
11.462282 11313.584391 110.056924
11.464742 11345.887790 111.027436
11.467202 11464.475803 115.180134
11.469662 11489.829848 117.882522
11.472122 11450.772732 118.469133
11.474582 11461.063178 109.846453
11.477042 11556.996433 102.607343
11.479502 11525.992879 96.692045
11.481962 11490.829590 94.196274
11.484422 11444.465603 102.109998
11.486882 11299.839735 102.168387
11.489342 11311.628893 111.790269
11.491802 11211.340224 102.928820
11.494262 11293.848606 103.444338
11.496722 11216.605564 96.785297
11.499182 11239.897393 99.257429
11.501641 11238.652154 105.216350
11.504101 11195.985026 108.439549
11.506561 11242.612657 112.649461
11.509021 11216.046672 112.661233
11.511481 11299.636597 114.989872
11.513941 11291.105347 108.812392
11.516401 11316.847127 106.760918
11.518861 11376.984361 112.392390
11.521321 11392.024387 106.861314
11.523781 11481.955241 111.185536
11.526241 11387.915419 104.806624
11.528701 11410.931695 106.059147
11.531161 11264.415812 101.586058
11.533621 11272.066555 106.232027
11.536081 11225.196669 104.340949
11.538541 11180.150391 104.905661
11.541001 11207.989299 96.605869
11.543461 11168.829007 96.173847
11.545921 11218.854628 103.277320
11.548381 11175.314684 108.425789
11.550841 11212.975260 113.209598
11.553301 11259.016262 113.853668
11.555761 11263.865248 104.283614
11.558221 11344.623400 100.937043
11.560681 11341.625244 99.925786
11.563141 11408.795478 105.679326
11.565601 11463.696208 113.531862
11.568061 11459.084486 110.218815
11.570521 11583.134549 107.737750
11.572981 11467.208944 99.966860
11.575441 11483.758287 95.032325
11.577901 11398.500298 95.360531
11.580361 11367.633518 99.818778
11.582821 11280.440986 105.960581
11.585281 11245.476942 113.982960
11.587741 11201.774848 107.596202
11.590201 11224.116143 107.212993
11.592661 11167.494602 102.529825
11.595121 11171.123508 104.589330
11.597581 11218.153727 108.489474
11.600041 11213.901883 108.644329
11.602501 11259.395372 107.105684
11.604961 11310.864068 106.982300
11.607421 11432.707384 112.115329
11.609881 11367.964166 108.195516
11.612341 11476.263902 112.706140
11.614801 11481.706570 109.696265
11.617261 11522.764242 103.333140
11.619721 11524.808146 105.048952
11.622181 11467.145562 107.623765
11.624641 11464.499403 115.895153
11.627101 11383.309665 116.249065
11.629560 11363.650865 116.401610
11.632020 11270.899523 103.927432
11.634480 11221.050795 102.750404
11.636940 11229.275472 108.573813
11.639400 11150.349881 113.325438
11.641860 11231.858236 123.778414
11.644320 11186.447673 120.261442
11.646780 11197.719225 110.762895
11.649240 11224.919637 104.293020
11.651700 11235.711453 104.103401
11.654160 11329.118056 111.276106
11.656620 11368.191054 114.543363
11.659080 11472.425944 120.109045
11.661540 11469.904826 111.662861
11.664000 11536.728407 108.117544
11.666460 11514.359782 104.057737
